REF_DATE	GEO	National Occupational Classification (NOC)	VALUE
2009	New Brunswick	Management occupations [0]	33
2009	New Brunswick	Senior management occupations [00]	1.4
2009	New Brunswick	Specialized middle management occupations [01-05]	10.3
2009	New Brunswick	Middle management occupations in retail and wholesale trade and customer services [06]	13.1
2009	New Brunswick	Middle management occupations in trades, transportation, production and utilities [07-09]	8.2
2009	New Brunswick	Business, finance and administration occupations [1]	52.7
2009	New Brunswick	Professional occupations in business and finance [11]	9.4
2009	New Brunswick	Administrative and financial supervisors and administrative occupations [12]	14.5
2009	New Brunswick	Finance, insurance and related business administrative occupations [13]	3.5
2009	New Brunswick	Office support occupations [14]	19.6
2009	New Brunswick	Distribution, tracking and scheduling co-ordination occupations [15]	5.7
2009	New Brunswick	Natural and applied sciences and related occupations [2]	22.2
2009	New Brunswick	Professional occupations in natural and applied sciences [21]	9
2009	New Brunswick	Technical occupations related to natural and applied sciences [22]	13.1
2009	New Brunswick	Health occupations [3]	28.5
2009	New Brunswick	Professional occupations in nursing [30]	8.6
2009	New Brunswick	Professional occupations in health (except nursing) [31]	5.1
2009	New Brunswick	Technical occupations in health [32]	7.7
2009	New Brunswick	Assisting occupations in support of health services [34]	7
2009	New Brunswick	Occupations in education, law and social, community and government services [4]	40.6
2009	New Brunswick	Professional occupations in education services [40]	14.4
2009	New Brunswick	Professional occupations in law and social, community and government services [41]	8.1
2009	New Brunswick	Paraprofessional occupations in legal, social, community and education services [42]	6.3
2009	New Brunswick	Occupations in front-line public protection services [43]	3.3
2009	New Brunswick	Care providers and educational, legal and public protection support occupations [44]	8.5
2009	New Brunswick	Occupations in art, culture, recreation and sport [5]	5.7
2009	New Brunswick	Professional occupations in art and culture [51]	2.2
2009	New Brunswick	Technical occupations in art, culture, recreation and sport [52]	3.5
2009	New Brunswick	Sales and service occupations [6]	92.8
2009	New Brunswick	Retail sales supervisors and specialized sales occupations [62]	8.4
2009	New Brunswick	Service supervisors and specialized service occupations [63]	13.7
2009	New Brunswick	Sales representatives and salespersons - wholesale and retail trade [64]	14.9
2009	New Brunswick	Service representatives and other customer and personal services occupations [65]	22.8
2009	New Brunswick	Sales support occupations [66]	13.7
2009	New Brunswick	Service support and other service occupations, n.e.c. [67]	19.2
2009	New Brunswick	Trades, transport and equipment operators and related occupations [7]	57.1
2009	New Brunswick	Industrial, electrical and construction trades [72]	20.2
2009	New Brunswick	Maintenance and equipment operation trades [73]	13.1
2009	New Brunswick	Other installers, repairers and servicers and material handlers [74]	4.7
2009	New Brunswick	Transport and heavy equipment operation and related maintenance occupations [75]	15.8
2009	New Brunswick	Trades helpers, construction labourers and related occupations [76]	3.3
2009	New Brunswick	Natural resources, agriculture and related production occupations [8]	11.7
2009	New Brunswick	Supervisors and technical occupations in natural resources, agriculture and related production [82]	4.3
2009	New Brunswick	Workers in natural resources, agriculture and related production [84]	3.9
2009	New Brunswick	Harvesting, landscaping and natural resources labourers [86]	3.5
2009	New Brunswick	Occupations in manufacturing and utilities [9]	15.8
2009	New Brunswick	Processing, manufacturing and utilities supervisors and central control operators [92]	3.8
2009	New Brunswick	Processing and manufacturing machine operators and related production workers [94]	6.9
2009	New Brunswick	Assemblers in manufacturing [95]	1.5
2009	New Brunswick	Labourers in processing, manufacturing and utilities [96]	3.7
2009	Quebec	Total employed, all occupations	3842.5
2009	Quebec	Management occupations [0]	381.1
2009	Quebec	Senior management occupations [00]	15.1
2009	Quebec	Specialized middle management occupations [01-05]	120.6
2009	Quebec	Middle management occupations in retail and wholesale trade and customer services [06]	133.9
2009	Quebec	Middle management occupations in trades, transportation, production and utilities [07-09]	111.5
2009	Quebec	Business, finance and administration occupations [1]	637.4
2009	Quebec	Professional occupations in business and finance [11]	136.2
2009	Quebec	Administrative and financial supervisors and administrative occupations [12]	204.2
2009	Quebec	Finance, insurance and related business administrative occupations [13]	26.9
2009	Quebec	Office support occupations [14]	198.1
2009	Quebec	Distribution, tracking and scheduling co-ordination occupations [15]	72
2009	Quebec	Natural and applied sciences and related occupations [2]	280.9
2009	Quebec	Professional occupations in natural and applied sciences [21]	149.6
2009	Quebec	Technical occupations related to natural and applied sciences [22]	131.3
2009	Quebec	Health occupations [3]	242.5
2009	Quebec	Professional occupations in nursing [30]	62.9
2009	Quebec	Professional occupations in health (except nursing) [31]	50
2009	Quebec	Technical occupations in health [32]	63.5
2009	Quebec	Assisting occupations in support of health services [34]	66.1
2009	Quebec	Occupations in education, law and social, community and government services [4]	436.5
2009	Quebec	Professional occupations in education services [40]	164.5
2009	Quebec	Professional occupations in law and social, community and government services [41]	93.6
2009	Quebec	Paraprofessional occupations in legal, social, community and education services [42]	112.9
2009	Quebec	Occupations in front-line public protection services [43]	26.4
2009	Quebec	Care providers and educational, legal and public protection support occupations [44]	39.2
2009	Quebec	Occupations in art, culture, recreation and sport [5]	129.3
2009	Quebec	Professional occupations in art and culture [51]	54.2
2009	Quebec	Technical occupations in art, culture, recreation and sport [52]	75.2
2009	Quebec	Sales and service occupations [6]	950.2
2009	Quebec	Retail sales supervisors and specialized sales occupations [62]	111.3
2009	Quebec	Service supervisors and specialized service occupations [63]	143.6
2009	Quebec	Sales representatives and salespersons - wholesale and retail trade [64]	173
2009	Quebec	Service representatives and other customer and personal services occupations [65]	189.6
2009	Quebec	Sales support occupations [66]	140.5
2009	Quebec	Service support and other service occupations, n.e.c. [67]	192.3
2009	Quebec	Trades, transport and equipment operators and related occupations [7]	512.4
2009	Quebec	Industrial, electrical and construction trades [72]	175.5
2009	Quebec	Maintenance and equipment operation trades [73]	128.5
2009	Quebec	Other installers, repairers and servicers and material handlers [74]	51.2
2009	Quebec	Transport and heavy equipment operation and related maintenance occupations [75]	132.7
2009	Quebec	Trades helpers, construction labourers and related occupations [76]	24.6
2009	Quebec	Natural resources, agriculture and related production occupations [8]	50.6
2009	Quebec	Supervisors and technical occupations in natural resources, agriculture and related production [82]	17.5
2009	Quebec	Workers in natural resources, agriculture and related production [84]	20.5
2009	Quebec	Harvesting, landscaping and natural resources labourers [86]	12.5
2009	Quebec	Occupations in manufacturing and utilities [9]	221.5
2009	Quebec	Processing, manufacturing and utilities supervisors and central control operators [92]	35.6
2009	Quebec	Processing and manufacturing machine operators and related production workers [94]	95
2009	Quebec	Assemblers in manufacturing [95]	49.2
2009	Quebec	Labourers in processing, manufacturing and utilities [96]	41.8
2009	Ontario	Total employed, all occupations	6415.5
2009	Ontario	Management occupations [0]	681.4
2009	Ontario	Senior management occupations [00]	36.8
2009	Ontario	Specialized middle management occupations [01-05]	218.9
2009	Ontario	Middle management occupations in retail and wholesale trade and customer services [06]	249.7
2009	Ontario	Middle management occupations in trades, transportation, production and utilities [07-09]	176
2009	Ontario	Business, finance and administration occupations [1]	1108.5
2009	Ontario	Professional occupations in business and finance [11]	274.9
2009	Ontario	Administrative and financial supervisors and administrative occupations [12]	286.9
2009	Ontario	Finance, insurance and related business administrative occupations [13]	81.5
2009	Ontario	Office support occupations [14]	334.9
2009	Ontario	Distribution, tracking and scheduling co-ordination occupations [15]	130.3
